InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
563928,21932,SCANDINAVIAN PAISLEY PICNIC BAG,6,21-08-2011 15:17,1.65,17059,United Kingdom
563928,23209,LUNCH BAG VINTAGE DOILY ,1,21-08-2011 15:17,1.65,17059,United Kingdom
563928,22110,BIRD HOUSE HOT WATER BOTTLE,2,21-08-2011 15:17,2.55,17059,United Kingdom
563928,21484,CHICK GREY HOT WATER BOTTLE,1,21-08-2011 15:17,3.45,17059,United Kingdom
563928,22111,SCOTTIE DOG HOT WATER BOTTLE,1,21-08-2011 15:17,4.95,17059,United Kingdom
563928,23241,TREASURE TIN GYMKHANA DESIGN,2,21-08-2011 15:17,2.08,17059,United Kingdom
563928,23242,TREASURE TIN BUFFALO BILL ,2,21-08-2011 15:17,2.08,17059,United Kingdom
563928,22567,20 DOLLY PEGS RETROSPOT,2,21-08-2011 15:17,1.45,17059,United Kingdom
563928,22961,JAM MAKING SET PRINTED,6,21-08-2011 15:17,1.45,17059,United Kingdom
563928,47593B,SCOTTIE DOGS BABY BIB,4,21-08-2011 15:17,0.39,17059,United Kingdom
563928,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,21-08-2011 15:17,1.95,17059,United Kingdom
563928,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,21-08-2011 15:17,1.65,17059,United Kingdom
563928,22367,CHILDRENS APRON SPACEBOY DESIGN,1,21-08-2011 15:17,1.95,17059,United Kingdom
563928,21156,RETROSPOT CHILDRENS APRON,2,21-08-2011 15:17,1.95,17059,United Kingdom
563928,22898,CHILDRENS APRON APPLES DESIGN,1,21-08-2011 15:17,1.95,17059,United Kingdom
563928,21155,RED RETROSPOT PEG BAG,1,21-08-2011 15:17,2.55,17059,United Kingdom
563928,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2,21-08-2011 15:17,0.39,17059,United Kingdom
563928,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2,21-08-2011 15:17,0.39,17059,United Kingdom
563928,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,2,21-08-2011 15:17,0.39,17059,United Kingdom
563928,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",2,21-08-2011 15:17,0.39,17059,United Kingdom
563928,21621,VINTAGE UNION JACK BUNTING,2,21-08-2011 15:17,8.5,17059,United Kingdom
563928,20728,LUNCH BAG CARS BLUE,3,21-08-2011 15:17,1.65,17059,United Kingdom
563928,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,21-08-2011 15:17,1.65,17059,United Kingdom
563928,20726,LUNCH BAG WOODLAND,3,21-08-2011 15:17,1.65,17059,United Kingdom
563928,23207,LUNCH BAG ALPHABET DESIGN,2,21-08-2011 15:17,1.65,17059,United Kingdom
563928,20727,LUNCH BAG  BLACK SKULL.,3,21-08-2011 15:17,1.65,17059,United Kingdom
563928,22382,LUNCH BAG SPACEBOY DESIGN ,2,21-08-2011 15:17,1.65,17059,United Kingdom
563928,22662,LUNCH BAG DOLLY GIRL DESIGN,3,21-08-2011 15:17,1.65,17059,United Kingdom
563928,23209,LUNCH BAG VINTAGE DOILY ,2,21-08-2011 15:17,1.65,17059,United Kingdom

563928,21830,ASSORTED CREEPY CRAWLIES,24,21-08-2011 15:17,0.42,17059,United Kingdom
563928,23310,BUBBLEGUM RING ASSORTED,108,21-08-2011 15:17,0.42,17059,United Kingdom
563928,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,21-08-2011 15:17,4.25,17059,United Kingdom
563928,48194,DOORMAT HEARTS,1,21-08-2011 15:17,7.95,17059,United Kingdom
563928,48184,DOORMAT ENGLISH ROSE ,1,21-08-2011 15:17,7.95,17059,United Kingdom
563928,15056P,EDWARDIAN PARASOL PINK,1,21-08-2011 15:17,5.95,17059,United Kingdom
563928,15056N,EDWARDIAN PARASOL NATURAL,1,21-08-2011 15:17,5.95,17059,United Kingdom
563928,20679,EDWARDIAN PARASOL RED,1,21-08-2011 15:17,5.95,17059,United Kingdom
563928,21034,REX CASH+CARRY JUMBO SHOPPER,2,21-08-2011 15:17,0.95,17059,United Kingdom
563928,85014B,RED RETROSPOT UMBRELLA,1,21-08-2011 15:17,5.95,17059,United Kingdom
563928,15056BL,EDWARDIAN PARASOL BLACK,1,21-08-2011 15:17,5.95,17059,United Kingdom
563928,15060B,FAIRY CAKE DESIGN UMBRELLA,2,21-08-2011 15:17,3.75,17059,United Kingdom
563928,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,21-08-2011 15:17,5.95,17059,United Kingdom
563929,22551,PLASTERS IN TIN SPACEBOY,1,21-08-2011 15:35,1.65,15031,United Kingdom
563929,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,21-08-2011 15:35,1.65,15031,United Kingdom
563929,22556,PLASTERS IN TIN CIRCUS PARADE ,1,21-08-2011 15:35,1.65,15031,United Kingdom
563929,21790,VINTAGE SNAP CARDS,2,21-08-2011 15:35,0.85,15031,United Kingdom
563929,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,21-08-2011 15:35,9.95,15031,United Kingdom
563929,21906,PHARMACIE FIRST AID TIN,1,21-08-2011 15:35,6.75,15031,United Kingdom
563929,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,21-08-2011 15:35,1.25,15031,United Kingdom
563929,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,21-08-2011 15:35,3.25,15031,United Kingdom
563929,84375,SET OF 20 KIDS COOKIE CUTTERS,1,21-08-2011 15:35,2.1,15031,United Kingdom
563929,85035C,ROSE 3 WICK MORRIS BOX CANDLE,2,21-08-2011 15:35,4.25,15031,United Kingdom
563929,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,21-08-2011 15:35,4.25,15031,United Kingdom
563929,23242,TREASURE TIN BUFFALO BILL ,2,21-08-2011 15:35,2.08,15031,United Kingdom
563929,23240,SET OF 4 KNICK KNACK TINS DOILY ,2,21-08-2011 15:35,4.15,15031,United Kingdom
563929,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,21-08-2011 15:35,4.15,15031,United Kingdom
563929,22795,SWEETHEART RECIPE BOOK STAND,1,21-08-2011 15:35,6.75,15031,United Kingdom
563929,23245,SET OF 3 REGENCY CAKE TINS,2,21-08-2011 15:35,4.95,15031,United Kingdom
563929,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,21-08-2011 15:35,4.25,15031,United Kingdom
563929,23118,PARISIENNE JEWELLERY DRAWER ,1,21-08-2011 15:35,7.5,15031,United Kingdom
563929,22197,POPCORN HOLDER,20,21-08-2011 15:35,0.85,15031,United Kingdom
563930,23002,TRAVEL CARD WALLET SKULLS,1,21-08-2011 15:43,0.42,,United Kingdom

563931,22699,ROSES REGENCY TEACUP AND SAUCER ,6,21-08-2011 15:49,2.95,14895,United Kingdom
563931,23293,SET OF 12 FAIRY CAKE BAKING CASES,12,21-08-2011 15:49,0.83,14895,United Kingdom
563931,23295,SET OF 12 MINI LOAF BAKING CASES,12,21-08-2011 15:49,0.83,14895,United Kingdom
563931,21231,SWEETHEART CERAMIC TRINKET BOX,12,21-08-2011 15:49,1.25,14895,United Kingdom
563931,22360,GLASS JAR ENGLISH CONFECTIONERY,6,21-08-2011 15:49,2.95,14895,United Kingdom
563931,22359,GLASS JAR KINGS CHOICE,6,21-08-2011 15:49,2.95,14895,United Kingdom
563931,22363,GLASS JAR MARMALADE ,6,21-08-2011 15:49,2.95,14895,United Kingdom
563931,21218,RED SPOTTY BISCUIT TIN,6,21-08-2011 15:49,3.75,14895,United Kingdom
563931,47566,PARTY BUNTING,8,21-08-2011 15:49,4.95,14895,United Kingdom
563931,23209,LUNCH BAG VINTAGE DOILY ,10,21-08-2011 15:49,1.65,14895,United Kingdom
563931,20725,LUNCH BAG RED RETROSPOT,10,21-08-2011 15:49,1.65,14895,United Kingdom
563931,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,21-08-2011 15:49,1.65,14895,United Kingdom
563931,21539,RED RETROSPOT BUTTER DISH,3,21-08-2011 15:49,4.95,14895,United Kingdom
563931,21535,RED RETROSPOT SMALL MILK JUG,12,21-08-2011 15:49,2.55,14895,United Kingdom
563931,21531,RED RETROSPOT SUGAR JAM BOWL,6,21-08-2011 15:49,2.55,14895,United Kingdom
563931,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,21-08-2011 15:49,1.25,14895,United Kingdom
563931,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,21-08-2011 15:49,4.95,14895,United Kingdom
563931,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,8,21-08-2011 15:49,4.95,14895,United Kingdom
563931,23298,SPOTTY BUNTING,12,21-08-2011 15:49,4.95,14895,United Kingdom
563931,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,21-08-2011 15:49,3.25,14895,United Kingdom
563931,22969,HOMEMADE JAM SCENTED CANDLES,12,21-08-2011 15:49,1.45,14895,United Kingdom
563931,22627,MINT KITCHEN SCALES,2,21-08-2011 15:49,8.5,14895,United Kingdom
563931,22624,IVORY KITCHEN SCALES,2,21-08-2011 15:49,8.5,14895,United Kingdom
563931,23342,MINT DINER WALL CLOCK,2,21-08-2011 15:49,8.5,14895,United Kingdom
563931,22191,IVORY DINER WALL CLOCK,2,21-08-2011 15:49,8.5,14895,United Kingdom
563931,22729,ALARM CLOCK BAKELIKE ORANGE,4,21-08-2011 15:49,3.75,14895,United Kingdom
563931,22726,ALARM CLOCK BAKELIKE GREEN,8,21-08-2011 15:49,3.75,14895,United Kingdom
563931,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,21-08-2011 15:49,2.95,14895,United Kingdom
563931,22692,DOORMAT WELCOME TO OUR HOME,4,21-08-2011 15:49,7.95,14895,United Kingdom
563931,22727,ALARM CLOCK BAKELIKE RED ,4,21-08-2011 15:49,3.75,14895,United Kingdom
563932,22939,APRON APPLE DELIGHT,8,21-08-2011 15:50,4.95,14895,United Kingdom
563933,23344,JUMBO BAG 50'S CHRISTMAS ,4,21-08-2011 15:54,2.08,16536,United Kingdom
563933,23343,JUMBO BAG VINTAGE CHRISTMAS ,5,21-08-2011 15:54,2.08,16536,United Kingdom
563933,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,21-08-2011 15:54,2.95,16536,United Kingdom
563933,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,7,21-08-2011 15:54,2.95,16536,United Kingdom
563933,22950,36 DOILIES VINTAGE CHRISTMAS,5,21-08-2011 15:54,1.45,16536,United Kingdom
563933,16169E,WRAP 50'S  CHRISTMAS,25,21-08-2011 15:54,0.42,16536,United Kingdom
563933,22959,WRAP CHRISTMAS VILLAGE,25,21-08-2011 15:54,0.42,16536,United Kingdom
563933,23234,BISCUIT TIN VINTAGE CHRISTMAS,2,21-08-2011 15:54,2.89,16536,United Kingdom
563933,23247,BISCUIT TIN 50'S CHRISTMAS,2,21-08-2011 15:54,2.89,16536,United Kingdom
563933,23130,MISTLETOE HEART WREATH GREEN,2,21-08-2011 15:54,4.15,16536,United Kingdom
563933,21811,HANGING HEART WITH BELL,6,21-08-2011 15:54,1.25,16536,United Kingdom
563933,23217,LAUREL HEART ANTIQUE SILVER,4,21-08-2011 15:54,1.25,16536,United Kingdom
563933,21584,RETROSPOT SMALL TUBE MATCHES,6,21-08-2011 15:54,1.65,16536,United Kingdom
563933,23189,SET OF 12 FORK CANDLES,2,21-08-2011 15:54,2.89,16536,United Kingdom
563933,21591,COSY HOUR CIGAR BOX MATCHES ,3,21-08-2011 15:54,1.25,16536,United Kingdom
563933,23265,SET OF 3 WOODEN TREE DECORATIONS,1,21-08-2011 15:54,1.25,16536,United Kingdom
563933,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2,21-08-2011 15:54,1.25,16536,United Kingdom
563933,22571,ROCKING HORSE RED CHRISTMAS ,2,21-08-2011 15:54,0.85,16536,United Kingdom
563933,23265,SET OF 3 WOODEN TREE DECORATIONS,2,21-08-2011 15:54,1.25,16536,United Kingdom
563933,22186,RED STAR CARD HOLDER,3,21-08-2011 15:54,2.95,16536,United Kingdom
563933,22736,RIBBON REEL MAKING SNOWMEN ,6,21-08-2011 15:54,1.65,16536,United Kingdom
563933,22856,ASSORTED EASTER DECORATIONS  BELLS,6,21-08-2011 15:54,1.25,16536,United Kingdom
563933,22571,ROCKING HORSE RED CHRISTMAS ,3,21-08-2011 15:54,0.85,16536,United Kingdom
563933,20983,12 PENCILS TALL TUBE RED RETROSPOT,1,21-08-2011 15:54,0.85,16536,United Kingdom
563933,21352,EUCALYPTUS & PINECONE  WREATH,2,21-08-2011 15:54,6.75,16536,United Kingdom
563933,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,1,21-08-2011 15:54,16.95,16536,United Kingdom
563933,82494L,WOODEN FRAME ANTIQUE WHITE ,6,21-08-2011 15:54,2.95,16536,United Kingdom
563933,20983,12 PENCILS TALL TUBE RED RETROSPOT,1,21-08-2011 15:54,0.85,16536,United Kingdom
563933,21012,ANTIQUE ALL GLASS CANDLESTICK,6,21-08-2011 15:54,2.1,16536,United Kingdom
563933,22187,GREEN CHRISTMAS TREE CARD HOLDER,3,21-08-2011 15:54,4.25,16536,United Kingdom
563933,23041,PAPER LANTERN 9 POINT SNOW STAR,2,21-08-2011 15:54,4.15,16536,United Kingdom
563933,23040,PAPER LANTERN 9 POINT SNOW STAR ,2,21-08-2011 15:54,5.75,16536,United Kingdom
563933,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,21-08-2011 15:54,7.95,16536,United Kingdom
563933,20711,JUMBO BAG TOYS ,1,21-08-2011 15:54,2.08,16536,United Kingdom
563933,20983,12 PENCILS TALL TUBE RED RETROSPOT,6,21-08-2011 15:54,0.85,16536,United Kingdom
563933,22696,WICKER WREATH LARGE,2,21-08-2011 15:54,1.95,16536,United Kingdom
563933,22768,FAMILY PHOTO FRAME CORNICE,1,21-08-2011 15:54,9.95,16536,United Kingdom
563933,22767,TRIPLE PHOTO FRAME CORNICE ,4,21-08-2011 15:54,9.95,16536,United Kingdom
563933,22768,FAMILY PHOTO FRAME CORNICE,4,21-08-2011 15:54,9.95,16536,United Kingdom
563933,22766,PHOTO FRAME CORNICE,2,21-08-2011 15:54,2.95,16536,United Kingdom
563933,22696,WICKER WREATH LARGE,4,21-08-2011 15:54,1.95,16536,United Kingdom
563933,22423,REGENCY CAKESTAND 3 TIER,1,21-08-2011 15:54,12.75,16536,United Kingdom
563933,23060,HEART BEADED TRELLIS DECORATION,12,21-08-2011 15:54,2.08,16536,United Kingdom
563933,22138,BAKING SET 9 PIECE RETROSPOT ,2,21-08-2011 15:54,4.95,16536,United Kingdom
563933,21784,SHOE SHINE BOX ,2,21-08-2011 15:54,9.95,16536,United Kingdom
563933,21880,RED RETROSPOT TAPE,24,21-08-2011 15:54,0.65,16536,United Kingdom
563933,84974,S/2 ZINC HEART DESIGN PLANTERS,1,21-08-2011 15:54,9.95,16536,United Kingdom
563934,85099B,JUMBO BAG RED RETROSPOT,25,21-08-2011 16:02,2.08,15313,United Kingdom
563935,23075,PARLOUR CERAMIC WALL HOOK,1,21-08-2011 16:24,4.15,15547,United Kingdom
563935,23075,PARLOUR CERAMIC WALL HOOK,1,21-08-2011 16:24,4.15,15547,United Kingdom
563935,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,4,21-08-2011 16:24,0.83,15547,United Kingdom
563935,23068,ALUMINIUM STAMPED HEART,2,21-08-2011 16:24,2.49,15547,United Kingdom
563935,23332,IVORY WICKER HEART LARGE,5,21-08-2011 16:24,1.65,15547,United Kingdom
563935,22199,FRYING PAN RED RETROSPOT,1,21-08-2011 16:24,4.25,15547,United Kingdom
563935,22966,GINGERBREAD MAN COOKIE CUTTER,1,21-08-2011 16:24,1.25,15547,United Kingdom
563935,21155,RED RETROSPOT PEG BAG,1,21-08-2011 16:24,2.55,15547,United Kingdom
563935,84992,72 SWEETHEART FAIRY CAKE CASES,2,21-08-2011 16:24,0.55,15547,United Kingdom
563935,21154,RED RETROSPOT OVEN GLOVE ,2,21-08-2011 16:24,1.25,15547,United Kingdom
563935,21042,RED RETROSPOT APRON ,1,21-08-2011 16:24,5.95,15547,United Kingdom
563935,21035,SET/2 RED RETROSPOT TEA TOWELS ,2,21-08-2011 16:24,3.25,15547,United Kingdom
563935,21246,RED RETROSPOT BIG BOWL,1,21-08-2011 16:24,4.95,15547,United Kingdom
563935,21164,HOME SWEET HOME METAL SIGN ,1,21-08-2011 16:24,2.95,15547,United Kingdom
563935,85150,LADIES & GENTLEMEN METAL SIGN,1,21-08-2011 16:24,2.55,15547,United Kingdom
563935,82600,NO SINGING METAL SIGN,2,21-08-2011 16:24,2.1,15547,United Kingdom
563935,82582,AREA PATROLLED METAL SIGN,1,21-08-2011 16:24,2.1,15547,United Kingdom
563935,21832,CHOCOLATE CALCULATOR,3,21-08-2011 16:24,1.65,15547,United Kingdom
563935,84375,SET OF 20 KIDS COOKIE CUTTERS,2,21-08-2011 16:24,2.1,15547,United Kingdom
563935,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,21-08-2011 16:24,1.25,15547,United Kingdom
563935,84378,SET OF 3 HEART COOKIE CUTTERS,2,21-08-2011 16:24,1.25,15547,United Kingdom
563935,20675,BLUE POLKADOT BOWL,2,21-08-2011 16:24,1.25,15547,United Kingdom
563935,20677,PINK POLKADOT BOWL,2,21-08-2011 16:24,1.25,15547,United Kingdom
563935,20676,RED RETROSPOT BOWL,4,21-08-2011 16:24,1.25,15547,United Kingdom
563935,22460,EMBOSSED GLASS TEALIGHT HOLDER,6,21-08-2011 16:24,1.25,15547,United Kingdom
563935,15036,ASSORTED COLOURS SILK FAN,12,21-08-2011 16:24,0.83,15547,United Kingdom
563935,21158,MOODY GIRL DOOR HANGER ,3,21-08-2011 16:24,0.39,15547,United Kingdom
563935,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2,21-08-2011 16:24,0.39,15547,United Kingdom
563935,21162,TOXIC AREA  DOOR HANGER ,6,21-08-2011 16:24,0.39,15547,United Kingdom
563935,21159,MOODY BOY  DOOR HANGER ,7,21-08-2011 16:24,0.39,15547,United Kingdom
563935,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,21-08-2011 16:24,2.95,15547,United Kingdom
563935,20829,GLITTER HANGING BUTTERFLY STRING,1,21-08-2011 16:24,2.1,15547,United Kingdom
563935,20754,RETROSPOT RED WASHING UP GLOVES,4,21-08-2011 16:24,2.1,15547,United Kingdom
563935,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2,21-08-2011 16:24,3.29,15547,United Kingdom
563935,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,12,21-08-2011 16:24,0.42,15547,United Kingdom
563935,22470,HEART OF WICKER LARGE,1,21-08-2011 16:24,2.95,15547,United Kingdom
563935,22178,VICTORIAN GLASS HANGING T-LIGHT,6,21-08-2011 16:24,1.25,15547,United Kingdom
563935,84978,HANGING HEART JAR T-LIGHT HOLDER,6,21-08-2011 16:24,1.25,15547,United Kingdom
563935,85231G,ORANGE SCENTED SET/9 T-LIGHTS,4,21-08-2011 16:24,0.85,15547,United Kingdom
563935,85231B,CINAMMON SET OF 9 T-LIGHTS,6,21-08-2011 16:24,0.85,15547,United Kingdom
563935,72122,COFFEE SCENT PILLAR CANDLE,2,21-08-2011 16:24,0.95,15547,United Kingdom
563935,17021,NAMASTE SWAGAT INCENSE,6,21-08-2011 16:24,0.3,15547,United Kingdom
563935,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,21-08-2011 16:24,2.1,15547,United Kingdom
563935,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,21-08-2011 16:24,2.1,15547,United Kingdom
563935,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,2,21-08-2011 16:24,2.1,15547,United Kingdom
563935,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,4,21-08-2011 16:24,2.55,15547,United Kingdom
563935,84596F,SMALL MARSHMALLOWS PINK BOWL,8,21-08-2011 16:24,0.42,15547,United Kingdom
563935,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,21-08-2011 16:24,0.42,15547,United Kingdom
563935,84596L,BISCUITS SMALL BOWL LIGHT BLUE,8,21-08-2011 16:24,0.42,15547,United Kingdom
563935,22798,ANTIQUE GLASS DRESSING TABLE POT,4,21-08-2011 16:24,2.95,15547,United Kingdom
563935,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,21-08-2011 16:24,4.95,15547,United Kingdom

